lemmatized_tokens,label,processed_text
"['someone', 'keep', 'selling', 'block', 'price']",-1,someone keep selling block price
"['everyone', 'hoping', 'drops', 'accumulate', 'many', 'hidden', 'buyers', 'behind', 'believe']",1,everyone hoping drops accumulate many hidden buyers behind believe
"['lets', 'see', 'breach', 'next', 'week']",1,lets see breach next week
"['move', 'underwear', 'oil', 'n', 'gassuper', 'rallyuncle', 'yy', 'dayang', 'beat', 'enemy', 'jaks', 'soonest', 'hundreds', 'small', 'kids', 'attacked', 'old', 'masterresults', 'reveal', 'oil', 'n', 'gas']",-1,move underwear oil n gassuper rallyuncle yy dayang beat enemy jaks soonest hundreds small kids attacked old masterresults reveal oil n gas
"['buy', 'buy', 'buy', 'buy', 'wait']",1,buy buy buy buy wait
"['ik', 'mil', 'shares', 'almost', 'half', 'whole', 'day', 'trading', 'volume', 'mil', 'plus', 'mil', 'idss', 'mil', 'shares', 'wow', 'mil', 'shares', 'trade', 'public', 'bravo', 'ik']",1,ik mil shares almost half whole day trading volume mil plus mil idss mil shares wow mil shares trade public bravo ik
"['tiger', 'conmandont', 'dream']",-1,tiger conmandont dream
"['deal', 'done', 'must', 'seller', 'think', 'price', 'may', 'fall', 'must', 'also', 'buyer', 'think', 'share', 'price', 'may', 'move', 'powerful', 'operator', 'newton', 'law', 'gravity', 'may', 'apply', 'short', 'period', 'time', 'like', 'powerful', 'rocket', 'propel', 'space', 'craft', 'moon', 'japanese', 'candle', 'stick', 'cheat', 'volume', 'may', 'better', 'indication', 'fred', 'thams', 'tvva', 'momentum', 'play', 'day', 'trader', 'may', 'effective', 'days', 'chart']",1,deal done must seller think price may fall must also buyer think share price may move powerful operator newton law gravity may apply short period time like powerful rocket propel space craft moon japanese candle stick cheat volume may better indication fred thams tvva momentum play day trader may effective days chart
"['jaks', 'really', 'good', 'already', 'break', 'ytds', 'highwhy', 'yesterday', 'people', 'still', 'take', 'profit', 'today', 'sell']",-1,jaks really good already break ytds highwhy yesterday people still take profit today sell
"['go', 'sapura', 'gosen']",1,go sapura gosen
"['greedy', 'jaks', 'cent', 'daily', 'year', 'end']",1,greedy jaks cent daily year end
"['ok', 'support', 'buy', 'queriding', 'th', 'wave']",1,ok support buy queriding th wave
"['buy', 'wait']",1,buy wait
"['mau', 'short', 'cents', 'tikam', 'angin', 'ka', 'old', 'shark', 'salah', 'short', 'price', 'ka']",-1,mau short cents tikam angin ka old shark salah short price ka
"['kcchongnz', 'name', 'quoted', 'ks', 'dont', 'recall', 'kcchongnz', 'making', 'negative', 'remarks', 'jaks']",-1,kcchongnz name quoted ks dont recall kcchongnz making negative remarks jaks
"['gemfinder', 'last', 'year', 'fund', 'manager', 'select', 'dayang', 'many', 'chose', 'cimb', 'maybank', 'tenaga', 'fact', 'ibs', 'gave', 'tgt', 'price', 'less', 'rm', 'end', 'dayang', 'closing', 'price', 'onst', 'dec', 'five', 'bagger', 'youcompared', 'dayangprice', 'nd', 'jan', 'ib', 'stupids', 'returns', 'cimb', 'maybank', 'tenaga']",-1,gemfinder last year fund manager select dayang many chose cimb maybank tenaga fact ibs gave tgt price less rm end dayang closing price onst dec five bagger youcompared dayangprice nd jan ib stupids returns cimb maybank tenaga
"['get', 'ready', 'cut', 'loss', 'strategy', 'sifu', 'may', 'want', 'use', 'local', 'maxima', 'reference', 'ie', 'cut', 'loss', 'sifu', 'may', 'want', 'use', 'purchase', 'price', 'ie', 'cut', 'loss', 'present', 'price', 'triggered', 'cut', 'loss', 'win', 'big', 'lose', 'small', 'safe', 'protect', 'capital', 'first', 'priority', 'already', 'retired', 'near', 'retiring', 'x', 'x']",-1,get ready cut loss strategy sifu may want use local maxima reference ie cut loss sifu may want use purchase price ie cut loss present price triggered cut loss win big lose small safe protect capital first priority already retired near retiring x x
"['big', 'show', 'coming']",-1,big show coming
"['jaks', 'faster', 'drop', 'hibiscs', 'already', 'break', 'even', 'going', 'sale', 'anytime', 'change', 'universe', 'miss', 'jaks', 'hope', 'guy', 'keep', 'saying', 'bad', 'jaks', 'please', 'bring', 'lower']",-1,jaks faster drop hibiscs already break even going sale anytime change universe miss jaks hope guy keep saying bad jaks please bring lower
"['armada', 'sen', 'p']",-1,armada sen p
"['even', 'break', 'cents', 'lousy', 'pbn']",1,even break cents lousy pbn
"['price', 'definitely', 'super', 'undervalued', 'compared', 'yinson', 'pe', 'yinson', 'got', 'rm', 'share', 'pe', 'almost', 'armada', 'price', 'even', 'got', 'pe', 'ridiculous']",-1,price definitely super undervalued compared yinson pe yinson got rm share pe almost armada price even got pe ridiculous
"['u', 'see', 'epf', 'disposed', 'market', 'absorbs', 'epf', 'buys', 'back', 'idss', 'subside', 'price', 'rocket']",1,u see epf disposed market absorbs epf buys back idss subside price rocket
"['pangsai', 'conman']",-1,pangsai conman
"['sapnrg', 'collapsed', 'spinning', 'curse', 'really', 'accurate']",-1,sapnrg collapsed spinning curse really accurate
"['drop', 'sure', 'sailang', 'bullet']",-1,drop sure sailang bullet
"['really', 'rubbish', 'stock', 'contract', 'fundamental', 'still', 'intact', 'shares', 'issue', 'much', 'director', 'paid', 'high']",-1,really rubbish stock contract fundamental still intact shares issue much director paid high
"['morning', 'morning', 'counter', 'related', 'umno', 'go', 'upprime', 'minister', 'mahathir', 'mohamad', 'looks', 'set', 'replace', 'malaysias', 'ruling', 'pact', 'wider', 'coalition', 'include', 'opposition', 'parties', 'umno', 'parti', 'islam', 'semalaysia', 'pas', 'could', 'leave', 'pakatan', 'harapan', 'ph', 'allies', 'voted', 'government', 'last', 'general', 'election', 'political', 'sources', 'sayit', 'understood', 'tun', 'dr', 'mahathir', 'corralled', 'support', 'majority', 'lawmakers', 'parliament', 'flurry', 'party', 'meetings', 'yesterday', 'yet', 'receive', 'nod', 'malaysias', 'king', 'sultan', 'abdullah', 'riayatuddin', 'engineer', 'new', 'socalled', 'backdoor', 'governmentthe', 'move', 'successful', 'thwart', 'succession', 'plans', 'parti', 'keadilan', 'rakyat', 'pkr', 'president', 'anwar', 'ibrahim', 'meant', 'take', 'dr', 'mahathir', 'prime', 'minister', 'agreement', 'ph', 'parties']",1,morning morning counter related umno go upprime minister mahathir mohamad looks set replace malaysias ruling pact wider coalition include opposition parties umno parti islam semalaysia pas could leave pakatan harapan ph allies voted government last general election political sources sayit understood tun dr mahathir corralled support majority lawmakers parliament flurry party meetings yesterday yet receive nod malaysias king sultan abdullah riayatuddin engineer new socalled backdoor governmentthe move successful thwart succession plans parti keadilan rakyat pkr president anwar ibrahim meant take dr mahathir prime minister agreement ph parties
"['blow', 'job', 'mean']",-1,blow job mean
"['cpecc', 'reliable', 'ipp', 'success', 'become', 'new', 'normal', 'got', 'b', 'something', 'spectacular']",1,cpecc reliable ipp success become new normal got b something spectacular
"['mau', 'tengok', 'celaka', 'long', 'de', 'shit', 'spinninglotus', 'dogeatshit']",-1,mau tengok celaka long de shit spinninglotus dogeatshit
"['tun', 'announce', 'stimulus', 'economy', 'package', 'thmeow']",1,tun announce stimulus economy package thmeow
"['walao', 'hell', 'breaks', 'loose', 'everything', 'falling', 'crude', 'oil', 'price', 'n', 'global', 'equities', 'nonstop', 'selloff', 'eye', 'see', 'already']",-1,walao hell breaks loose everything falling crude oil price n global equities nonstop selloff eye see already
"['go', 'read', 'meaning', 'fact', 'tell', 'fact', 'figures', 'fact', 'jaks', 'losing', 'money', 'fact', 'already', 'verified', 'fact', 'figure', 'speculation', 'feel', 'good', 'syioksyiok']",-1,go read meaning fact tell fact figures fact jaks losing money fact already verified fact figure speculation feel good syioksyiok
"['producer', 'naik', 'apanama', 'macam', 'ni']",-1,producer naik apanama macam ni
"['singapire', 'big', 'trouble', 'wuhan', 'virus', 'starting', 'lose', 'controlmalaysia', 'goverment', 'still', 'dun', 'want', 'stop', 'worker', 'singapre', 'everyday', 'stop', 'sinpaporean', 'come', 'malaysia']",-1,singapire big trouble wuhan virus starting lose controlmalaysia goverment still dun want stop worker singapre everyday stop sinpaporean come malaysia
"['wah', 'lau', 'dont', 'play', 'play', 'oh']",-1,wah lau dont play play oh
"['scold', 'shark', 'stupid', 'want', 'sell', 'push', 'like', 'also', 'consider', 'type', 'shark', 'gui', 'ren']",1,scold shark stupid want sell push like also consider type shark gui ren
"['think', 'eat', 'much', 'maggi', 'mee', 'much', 'dangerous', 'wuhanviresdie', 'faster']",-1,think eat much maggi mee much dangerous wuhanviresdie faster
"['market', 'loss', 'th', 'may', 'th', 'may', 'points', 'happen', 'current', 'political', 'drama', 'happen', 'market', 'potential', 'touch', 'heheehemalaysia']",1,market loss th may th may points happen current political drama happen market potential touch heheehemalaysia
"['haiz', 'perform', 'worse', 'airasia', 'although', 'airasia', 'fresh', 'scandal', 'seems', 'like', 'company', 'really', 'bad', 'fundamental']",-1,haiz perform worse airasia although airasia fresh scandal seems like company really bad fundamental
"['cut', 'loss', 'jakshaha', 'must', 'kidding']",-1,cut loss jakshaha must kidding
"['dear', 'ks', 'law', 'present', 'looking', 'backward', 'examine', 'forward', 'worry', 'future', 'need', 'free', 'resentment', 'past', 'worrisome', 'future', 'order', 'capture', 'opportunity', 'present', 'point', 'keeps', 'dwelling', 'sorrowful', 'past', 'fearful', 'future', 'need', 'live', 'present', 'present', 'fact', 'figures', 'tell', 'past', 'record', 'jaks', 'awful', 'near', 'future', 'duong', 'power', 'plant', 'bright', 'otb', 'dk', 'others', 'forum', 'promote', 'jaks', 'sailang', 'margin', 'finance', 'likes', 'promoted', 'everyone', 'forum', 'welcome', 'digest', 'whatever', 'information', 'forum', 'make', 'intelligent', 'informed', 'decision', 'want', 'wait', 'clarity', 'one', 'force', 'buy', 'wait', 'till', 'end', 'year', 'know', 'exactly', 'much', 'profit', 'dividend', 'distribution', 'duong', 'power', 'plant', 'still', 'convince', 'wait', 'jaks', 'declared', 'dividend', 'shareholders', 'buy', 'jaks', 'free', 'world', 'free', 'make', 'choice', 'thank']",1,dear ks law present looking backward examine forward worry future need free resentment past worrisome future order capture opportunity present point keeps dwelling sorrowful past fearful future need live present present fact figures tell past record jaks awful near future duong power plant bright otb dk others forum promote jaks sailang margin finance likes promoted everyone forum welcome digest whatever information forum make intelligent informed decision want wait clarity one force buy wait till end year know exactly much profit dividend distribution duong power plant still convince wait jaks declared dividend shareholders buy jaks free world free make choice thank
"['slowquite', 'radical', 'turn', 'billion', 'behemoth', 'profitablei', 'like', 'part', 'sacked', 'sme', 'increase', 'operating', 'efficiency', 'krakenthats', 'garbage', 'policy', 'sapura', 'exercise', 'degree', 'meritocracyregret', 'didnt', 'buy', 'dsonic', 'plagued', 'zahid', 'bribery', 'scandalsdsonic', 'legit', 'gov', 'service', 'provider', 'corrupted', 'official', 'come', 'ask', 'bride', 'bolehland', 'isnt', 'fault', 'bottom', 'line', 'look', 'company', 'thats', 'plagued', 'bad', 'sentiments', 'without', 'operational', 'material', 'difficulty']",-1,slowquite radical turn billion behemoth profitablei like part sacked sme increase operating efficiency krakenthats garbage policy sapura exercise degree meritocracyregret didnt buy dsonic plagued zahid bribery scandalsdsonic legit gov service provider corrupted official come ask bride bolehland isnt fault bottom line look company thats plagued bad sentiments without operational material difficulty
"['wondering', 'love', 'pouring', 'cold', 'water', 'see', 'people', 'lose', 'suffer', 'shiok', 'eh']",-1,wondering love pouring cold water see people lose suffer shiok eh
"['invinciblemaybe', 'u', 'still', 'youngdo', 'play', 'fun', 'corona', 'viruspeople', 'sufferingtq']",-1,invinciblemaybe u still youngdo play fun corona viruspeople sufferingtq
['buy'],1,buy
"['thing', 'price', 'n']",1,thing price n
"['mudajaya', 'business', 'sense', 'sarifah', 'even', 'speculate', 'element', 'scam']",-1,mudajaya business sense sarifah even speculate element scam
"['willing', 'lets', 'take', 'look', 'jaks', 'given', 'option', 'acquire', 'additional', 'haiduong', 'power', 'station', 'making', 'significant', 'partner', 'dateline', 'year', 'cod', 'cost', 'rmm', 'another', 'juicy', 'part', 'contract', 'frequently', 'talk', 'yet', 'given', 'projected', 'cashflow', 'sufficient', 'acquisitionit', 'brainer', 'jaks', 'make', 'acquisition', 'think', 'sooner', 'laterprobably', 'btw', 'jaks', 'board', 'seats', 'rep', 'cpecc', 'board', 'seat', 'first', 'year', 'impact', 'net', 'profit', 'full', 'production', 'stake', 'rm', 'million', 'eps', 'base', 'target', 'price', 'jaks', 'rm', 'net', 'profit', 'full', 'production', 'stake', 'rm', 'million', 'eps', 'base', 'target', 'price', 'jaks', 'rm', 'haiduong', 'plant', 'fully', 'operational', 'nd', 'half', 'jaks', 'acquired', 'stake', 'suspect', 'pe', 'go', 'well', 'anyone', 'free', 'debates', 'numbers', 'fact', 'better', 'still', 'provides', 'rational', 'data', 'pls', 'good', 'spirit']",1,willing lets take look jaks given option acquire additional haiduong power station making significant partner dateline year cod cost rmm another juicy part contract frequently talk yet given projected cashflow sufficient acquisitionit brainer jaks make acquisition think sooner laterprobably btw jaks board seats rep cpecc board seat first year impact net profit full production stake rm million eps base target price jaks rm net profit full production stake rm million eps base target price jaks rm haiduong plant fully operational nd half jaks acquired stake suspect pe go well anyone free debates numbers fact better still provides rational data pls good spirit
"['sen', 'friday', 'downtrend', 'otb', 'jaks', 'still', 'trending', 'stock', 'reason', 'cut', 'loss', 'base', 'ta', 'cut', 'loss', 'stock', 'trending', 'stock']",1,sen friday downtrend otb jaks still trending stock reason cut loss base ta cut loss stock trending stock
"['wow', 'oils', 'shoot']",1,wow oils shoot
"['ciaksai', 'normal', 'human', 'feel', 'shame', 'attack', 'people', 'stock', 'market', 'like', 'people', 'lose', 'money', 'laugh', 'bad', 'heart', 'hence', 'well', 'investment', 'klse', 'god', 'bless', 'type', 'people', 'wait', 'see', 'consequence']",-1,ciaksai normal human feel shame attack people stock market like people lose money laugh bad heart hence well investment klse god bless type people wait see consequence
"['oil', 'wow']",1,oil wow
"['wow', 'buy']",1,wow buy
"['never', 'know', 'next', 'u', 'see', 'armada', 'break']",1,never know next u see armada break
"['want', 'cny', 'angpowgo', 'grab', 'emico', 'tomorrow', 'least', 'sen', 'gain', 'hope', 'year', 'sen', 'gain']",1,want cny angpowgo grab emico tomorrow least sen gain hope year sen gain
"['fed', 'back', 'already', 'week', 'armada', 'operator', 'thing', 'n']",-1,fed back already week armada operator thing n
"['price', 'next', 'minute', 'hour', 'days', 'cant', 'tellprice', 'month', 'time', 'q', 'almost', 'certain', 'high', 'todaymatch', 'buysell', 'decision', 'base', 'preferred', 'hold', 'period', 'youre', 'day', 'trader', 'trading', 'volatility', 'buy', 'sell', 'make', 'sense', 'depending', 'speculation', 'hold', 'couple', 'month', 'buy', 'seems', 'make', 'sense']",1,price next minute hour days cant tellprice month time q almost certain high todaymatch buysell decision base preferred hold period youre day trader trading volatility buy sell make sense depending speculation hold couple month buy seems make sense
"['happy', 'new', 'year', 'motto', 'remainsrelax', 'keep', 'calm', 'continue', 'buying', 'temporal', 'dips']",1,happy new year motto remainsrelax keep calm continue buying temporal dips
"['lotus', 'info', 'share', 'lerrrr', 'save', 'ppl', 'good']",1,lotus info share lerrrr save ppl good
"['looks', 'like', 'idss', 'focus', 'royal', 'fortune', 'icon', 'today', 'climbs', 'already', 'senmore', 'black', 'pearl', 'armada', 'course', 'queen', 'anne', 'sapnrgmeow']",1,looks like idss focus royal fortune icon today climbs already senmore black pearl armada course queen anne sapnrgmeow
"['r', 'join', 'drama', 'show', 'tell', 'one', 'r', 'true', 'hero']",-1,r join drama show tell one r true hero
"['annemummy', 'waiting', 'remember', 'mummy', 'saiddont', 'talk', 'strangersee', 'soon']",-1,annemummy waiting remember mummy saiddont talk strangersee soon
"['wow', 'amazing', 'damn', 'hot', 'man', 'armada', 'today', 'happendnow', 'armada', 'already', 'traded', 'today', 'probably', 'close', 'keep', 'armada', 'huat', 'ah', 'heng', 'ah', 'ong', 'ah']",1,wow amazing damn hot man armada today happendnow armada already traded today probably close keep armada huat ah heng ah ong ah
"['closed', 'next', 'week', 'starts', 'accumulating']",1,closed next week starts accumulating
"['rocket', 'missing']",-1,rocket missing
"['crude', 'oil', 'price', 'keep', 'dropping', 'europe', 'equities', 'bloodbath', 'us', 'dow', 'jones', 'futures', 'drop', 'pts', 'already']",-1,crude oil price keep dropping europe equities bloodbath us dow jones futures drop pts already
"['klci', 'lausai', 'pts', 'last', 'day', 'st', 'day', 'trading', 'dont', 'know', 'lor']",-1,klci lausai pts last day st day trading dont know lor
"['sapnrg', 'pushing', 'already', 'hope', 'kept', 'shares', 'intact', 'wahaha', 'cny', 'dinner', 'coming', 'soon']",1,sapnrg pushing already hope kept shares intact wahaha cny dinner coming soon
"['oil', 'trade', 'downward', 'stay', 'low', 'month']",-1,oil trade downward stay low month
"['morning', 'morning', 'goes', 'come', 'economic', 'slow', 'due', 'coronavirus', 'outbreak', 'eventually', 'go']",-1,morning morning goes come economic slow due coronavirus outbreak eventually go
"['everyday', 'shpok', 'annie', 'say', 'big', 'show', 'pm', 'show', 'till', 'already', 'week', 'dont', 'believe', 'shpok', 'annie', 'anymore', 'sell', 'mil', 'shares', 'price', 'really', 'got', 'buy', 'back']",-1,everyday shpok annie say big show pm show till already week dont believe shpok annie anymore sell mil shares price really got buy back
"['buy', 'wait']",1,buy wait
"['needs', 'month', 'already', 'today']",1,needs month already today
"['sailang', 'sailang']",1,sailang sailang
"['idss', 'play', 'quite', 'risky', 'game', 'cant', 'cover', 'timethey', 'lose', 'lotidss', 'feed', 'momentary', 'fear', 'investor', 'feed', 'business', 'value', 'kong', 'kam', 'buy', 'high', 'sell', 'low', 'also', 'make', 'chicken', 'feed']",-1,idss play quite risky game cant cover timethey lose lotidss feed momentary fear investor feed business value kong kam buy high sell low also make chicken feed
"['whether', 'tp', 'c', 'tomorrow', 'next', 'week', 'problemjanji', 'reach', 'rm', 'soon']",1,whether tp c tomorrow next week problemjanji reach rm soon
"['upward', 'swing', 'factor', 'osv', 'utilizationpetronas', 'significantly', 'bumped', 'upstream', 'capex', 'demand', 'osv', 'h', 'think', 'armada', 'benefit', 'tremendously', 'utilization', 'likely', 'end', 'year', 'armada', 'realize', 'full', 'cashflow', 'generation', 'potential', 'pare', 'debtalso', 'there', 'short', 'term', 'liquidity', 'pressure', 'armada', 'whole', 'basis', 'think', 'downside', 'risk', 'limited', 'upside', 'potential', 'huge', 'especially', 'potential', 'claire', 'award', 'incomingbuy', 'hold', 'sit', 'tight', 'bumpy', 'may', 'enjoy', 'ride']",1,upward swing factor osv utilizationpetronas significantly bumped upstream capex demand osv h think armada benefit tremendously utilization likely end year armada realize full cashflow generation potential pare debtalso there short term liquidity pressure armada whole basis think downside risk limited upside potential huge especially potential claire award incomingbuy hold sit tight bumpy may enjoy ride
"['u', 'guys', 'sensen', 'go', 'missing', 'kena', 'tsunami', 'sapu', 'naik', 'pokok', 'kelapa']",-1,u guys sensen go missing kena tsunami sapu naik pokok kelapa
"['rj', 'shaky', 'already', 'like', 'kychanheehall', 'promote', 'people', 'buy', 'senand', 'still', 'promote', 'buy', 'epf', 'dumping', 'stocksdahlahdont', 'ask', 'people', 'keep', 'quiet', 'pandai']",-1,rj shaky already like kychanheehall promote people buy senand still promote buy epf dumping stocksdahlahdont ask people keep quiet pandai
"['mudajaya', 'also', 'ipp', 'cheap']",1,mudajaya also ipp cheap
"['positive', 'next', 'quarter', 'still', 'bleeding', 'like', 'hellomfg']",-1,positive next quarter still bleeding like hellomfg
"['many', 'counter', 'invest', 'screw']",-1,many counter invest screw
"['dk', 'answer', 'first', 'much', 'jaks', 'owe', 'star', 'honest']",1,dk answer first much jaks owe star honest
"['oil', 'bearish', 'unless', 'another', 'missile', 'strike', 'else', 'wait', 'marc', 'lo']",-1,oil bearish unless another missile strike else wait marc lo
"['cut', 'loss', 'stratergy', 'cut', 'loss', 'company', 'change', 'bad', 'future', 'la', 'hibiscs', 'going', 'turn', 'green', 'lo', 'follow', 'loss', 'kuat', 'kuat', 'super', 'bright', 'future', 'jaks', 'must', 'hold']",1,cut loss stratergy cut loss company change bad future la hibiscs going turn green lo follow loss kuat kuat super bright future jaks must hold
"['ppl', 'stuck', 'long', 'time', 'huge', 'losses', 'lack', 'confident', 'scared', 'buying', 'normal', 'situation', 'like', 'spinin', 'sap', 'high', 'promoted', 'buy', 'called', 'consider', 'lower', 'confident', 'said', 'might', 'going', 'bankrupt']",-1,ppl stuck long time huge losses lack confident scared buying normal situation like spinin sap high promoted buy called consider lower confident said might going bankrupt
"['cents', 'coming', 'soon']",1,cents coming soon
"['spin', 'said', 'afraid', 'bankruptcy', 'obviously', 'sap', 'restructured', 'works', 'smoothly']",1,spin said afraid bankruptcy obviously sap restructured works smoothly
"['brent', 'oil', 'got', 'full', 'confidence', 'armada']",1,brent oil got full confidence armada
"['us', 'futures', 'loss', 'lot', 'morningcrude', 'oil', 'alsomalaysia', 'political', 'dramaperghmonday', 'blues', 'today']",-1,us futures loss lot morningcrude oil alsomalaysia political dramaperghmonday blues today
"['operator', 'fishing', 'shorties', 'short']",-1,operator fishing shorties short
"['came', 'back', 'dalat', 'vietnam', 'experienced', 'power', 'blackout', 'vietnam', 'needs', 'electricity', 'jaks', 'treat', 'well', 'authority']",-1,came back dalat vietnam experienced power blackout vietnam needs electricity jaks treat well authority
['sell'],-1,sell
"['good', 'sign', 'good', 'sign', 'strong', 'faith', 'miss', 'jaks', 'believe', 'perform', 'well', 'onwards', 'despite', 'bomb', 'dropped', 'kyy', 'cheers']",1,good sign good sign strong faith miss jaks believe perform well onwards despite bomb dropped kyy cheers
"['sell', 'ur', 'jaks', 'switch', 'kronob', 'u', 'regret']",-1,sell ur jaks switch kronob u regret
"['whats', 'wrong', 'cut', 'paste', 'interested', 'see', 'posted', 'dec', 'want', 'influence', 'write', 'speak', 'mind', 'form', 'opinion', 'got', 'interested', 'jaks', 'read', 'jaks', 'withdrawing', 'appeal', 'prepared', 'pay', 'penalty', 'million', 'star']",-1,whats wrong cut paste interested see posted dec want influence write speak mind form opinion got interested jaks read jaks withdrawing appeal prepared pay penalty million star
"['base', 'data', 'reach', 'lor']",1,base data reach lor
"['let', 'see', 'whether', 'lowest', 'rm', 'sustained']",-1,let see whether lowest rm sustained
"['lelong', 'day', 'making']",1,lelong day making
"['calvin', 'kor', 'kor']",1,calvin kor kor
"['u', 'indeed', 'talented', 'short', 'seller', 'player', 'maybe', 'tomorrow']",-1,u indeed talented short seller player maybe tomorrow
"['follower', 'forum', 'bought', 'good', 'exercise', 'cut', 'loss', 'strategy', 'referring', 'bought', 'sen', 'surely', 'laughing', 'way', 'bank', 'selling', 'one', 'bought', 'cushion', 'bought', 'price', 'much', 'lower', 'preserve', 'capital', 'still', 'want', 'relevant', 'stock', 'market']",-1,follower forum bought good exercise cut loss strategy referring bought sen surely laughing way bank selling one bought cushion bought price much lower preserve capital still want relevant stock market
"['cayalah', 'sapura', 'go', 'sapura', 'goall', 'way', 'senboleh', 'makan', 'kentuckymcdkenny', 'rogerssemua', 'hentam']",1,cayalah sapura go sapura goall way senboleh makan kentuckymcdkenny rogerssemua hentam
"['many', 'many', 'good', 'counter', 'buy', 'instead', 'sapu', 'la', 'la']",1,many many good counter buy instead sapu la la
"['believe', 'companys', 'turnaround', 'stories', 'patience', 'often', 'prevailsand', 'us', 'longer', 'term', 'armadians', 'counting', 'money', 'many', 'month', 'red', 'tanked', 'c']",1,believe companys turnaround stories patience often prevailsand us longer term armadians counting money many month red tanked c
"['bother', 'noob', 'stop', 'asking', 'stupid', 'dumbass', 'question', 'go', 'family', 'instead', 'waste', 'time', 'developing', 'garbage', 'dont', 'hold', 'need', 'yo', 'bother']",-1,bother noob stop asking stupid dumbass question go family instead waste time developing garbage dont hold need yo bother
"['sigh', 'still', 'learn']",-1,sigh still learn
"['yes', 'never', 'follow', 'old', 'sifu', 'ask', 'soldier', 'person', 'war', 'zone', 'stick', 'one', 'methods', 'soldier', 'obey', 'general', 'order', 'position', 'destroyed', 'whole', 'army', 'answer', 'yes', 'never', 'use', 'old', 'methods', 'cutlost', 'coward', 'play', 'trade', 'earn', 'loser', 'like', 'fight', 'retreat', 'thats', 'paktua', 'view', 'personally', 'still', 'respect', 'method', 'apply', 'style', 'want', 'long', 'comfortable', 'tut', 'tut', 'stick', 'style', 'play', 'methods']",-1,yes never follow old sifu ask soldier person war zone stick one methods soldier obey general order position destroyed whole army answer yes never use old methods cutlost coward play trade earn loser like fight retreat thats paktua view personally still respect method apply style want long comfortable tut tut stick style play methods
"['look', 'dayang', 'counter', 'going', 'sapura', 'sleeping', 'cause', 'management', 'also', 'sleeping', 'much', 'also', 'good', 'news', 'still', 'counter', 'move', 'something', 'wrong', 'telling', 'truth', 'debts', 'debts', 'high', 'cause', 'counter', 'move', 'waste', 'time', 'n', 'money', 'counter', 'many', 'better', 'ones', 'bursa']",-1,look dayang counter going sapura sleeping cause management also sleeping much also good news still counter move something wrong telling truth debts debts high cause counter move waste time n money counter many better ones bursa
"['lol', 'sure', 'go', 'even', 'also', 'good', 'buy', 'lar', 'really', 'talk', 'cork', 'king']",1,lol sure go even also good buy lar really talk cork king
"['ex', 'umno', 'x', 'der', 'integrity', 'penipu', 'senyum', 'kambing', 'bodoh']",-1,ex umno x der integrity penipu senyum kambing bodoh
"['take', 'care', 'position', 'first', 'afford', 'lose', 'stock', 'market', 'anyway', 'k', 'hold', 'big', 'deal', 'roi', 'portfolio', 'used', 'profit', 'buy', 'jaks', 'add', 'position', 'today', 'ask', 'ciaksai', 'good', 'stock', 'buy', 'none', 'know', 'write', 'proper', 'recommendation', 'report', 'know', 'read', 'ta', 'fa', 'report', 'ciaksai', 'good', 'good', 'ciaksai', 'attack', 'writer', 'stock', 'market']",1,take care position first afford lose stock market anyway k hold big deal roi portfolio used profit buy jaks add position today ask ciaksai good stock buy none know write proper recommendation report know read ta fa report ciaksai good good ciaksai attack writer stock market
"['dammnnn', 'back', 'better', 'take', 'profit', 'cut', 'win', 'st']",-1,dammnnn back better take profit cut win st
"['oil', 'gas', 'counter', 'rebound', 'except', 'sapura']",1,oil gas counter rebound except sapura
"['market', 'funny', 'placethey', 'like', 'think', 'know', 'thing', 'others', 'dont', 'knowthen', 'buy', 'suddenly', 'surge', 'volume', 'price', 'movementeven', 'though', 'news', 'movement', 'happy', 'buy', 'believing', 'something', 'brewing', 'blardy', 'chart', 'show', 'monkey', 'pattern', 'theremikekim', 'shares', 'fundamentals', 'company', 'sen', 'price', 'went', 'market', 'think', 'mikekim', 'wrong', 'price', 'market', 'think', 'overpricedwhen', 'fye', 'annualised', 'earnings', 'sen', 'whats', 'overpriced', 'pe', 'rather', 'buy', 'something', 'trading', 'pe', 'want', 'believe', 'company', 'buy', 'double', 'digit', 'growth', 'even', 'became', 'fcking', 'elephant', 'pe', 'market', 'think', 'thats', 'double', 'digit', 'growth', 'easy', 'come', 'smtgthe', 'market', 'really', 'treat', 'bourse', 'like', 'online', 'casino', 'today', 'buy', 'big', 'buy', 'small']",1,market funny placethey like think know thing others dont knowthen buy suddenly surge volume price movementeven though news movement happy buy believing something brewing blardy chart show monkey pattern theremikekim shares fundamentals company sen price went market think mikekim wrong price market think overpricedwhen fye annualised earnings sen whats overpriced pe rather buy something trading pe want believe company buy double digit growth even became fcking elephant pe market think thats double digit growth easy come smtgthe market really treat bourse like online casino today buy big buy small
"['yumee', 'habis', 'habis', 'yumee', 'yumee', 'buy', 'high', 'sell', 'low', 'hahaha', 'habis', 'yumee']",-1,yumee habis habis yumee yumee buy high sell low hahaha habis yumee
